순번	대학(원)	학과(부)	학년	이수구분	학수번호	교과목명	교과목명(영문)	담당교수	강의실	시간표	수업방법관리	Teaching Method	학점
386	글로벌정경대학	행정학과	1	전공기초	0007800006	자기설계세미나 I	Self - Design Seminar I	김국진	제13호관 사회과학·글로벌정경대학-207 강의실(소)[SN207]	 [SN207:화(9)]	온라인(동영상+화상)+오프라인	online + offline class	1
387	글로벌정경대학	행정학과	1	전공필수	0009402001	행정학	UNDERSTANDING OF PUBLIC ADMINISTRATION	이신우	제13호관 사회과학·글로벌정경대학-207 강의실(소)[SN207]	" [SN207:월(5B-6),수(2B-3)]"	온라인(동영상+화상)+오프라인	online + offline class	3
388	글로벌정경대학	행정학과	1	전공선택	0006748001	공직적성론	Public Service Aptitude 	이종열	제13호관 사회과학·글로벌정경대학-103 강의실(소)-3[SN103]	" [SN103:월(8B-9),수(8B-9)]"	온라인(동영상+화상)+오프라인	online + offline class	3
389	글로벌정경대학	행정학과	2	전공필수	CFB6001001	행정조직론	PUBLIC ORGANIZATIONS	제시 캠벨	제13호관 사회과학·글로벌정경대학-107 강의실(소)-6[SN107]	" [SN107:화(7-8A),목(2B-3)]"	온라인(동영상+화상)+오프라인	online + offline class	3
390	글로벌정경대학	행정학과	2	전공필수	CFB6002001	인사행정론	PUBLIC PERSONNEL ADMINISTRATION	김동원	제13호관 사회과학·글로벌정경대학-103 강의실(소)-3[SN103]	" [SN103:월(1-2A),금(1-2A)]"	온라인(동영상+화상)+오프라인	online + offline class	3
391	글로벌정경대학	행정학과	2	전공선택	0004828001	행정정치론	Administration and Politics	장명학	제13호관 사회과학·글로벌정경대학-103 강의실(소)-3[SN103]	 [SN103:목(7-8A)(8B-9)]	온라인(동영상+화상)+오프라인	online + offline class	3
392	글로벌정경대학	행정학과	2	전공선택	CFB6006001	관료제도론	PUBLIC BUREAUCRACY	김동원	제13호관 사회과학·글로벌정경대학-103 강의실(소)-3[SN103]	" [SN103:월(2B-3),금(2B-3)]"	온라인(동영상+화상)+오프라인	online + offline class	3
393	글로벌정경대학	행정학과	2	전공선택	CFB6022001	행정사	HISTORY OF PUBLIC ADMINISTRATION	장명학	제13호관 사회과학·글로벌정경대학-103 강의실(소)-3[SN103]	 [SN103:목(야1-2A)(야2B-3)]	온라인(동영상+화상)+오프라인	online + offline class	3
394	글로벌정경대학	행정학과	2	전공선택	CFB6030001	인간관계론	HUMAN RELATIONS IN GOVERNMENT	채드 앤더슨	제13호관 사회과학·글로벌정경대학-103 강의실(소)-3[SN103]	" [SN103:월(4-5A),화(4-5A)]"	온라인(동영상+화상)+오프라인	online + offline class	3
395	글로벌정경대학	행정학과	2	전공선택	CFB6032001	한국정부론	GOVERNMENT OF KOREA	서진완	제13호관 사회과학·글로벌정경대학-103 강의실(소)-3[SN103]	" [SN103:수(5B-6),목(5B-6)]"	온라인(동영상+화상)+오프라인	online + offline class	3
396	글로벌정경대학	행정학과	3	전공필수	0001583001	공공정책의이해	UNDERSTANDING OF PUBLIC POLICY	김국진	제13호관 사회과학·글로벌정경대학-107 강의실(소)-6[SN107]	" [SN107:수(5B-6),목(5B-6)]"	온라인(동영상+화상)+오프라인	online + offline class	3
397	글로벌정경대학	행정학과	3	전공선택	0001584001	예산분석론	ANALYTIC TECHNIQUES OF BUDGETING	박소영	가상건물-200 온라인강의실[ZZ200]	" [ZZ200:월(7-8A),수(8B-9)]"	온라인(동영상+화상)	online class	3
398	글로벌정경대학	행정학과	3	전공선택	0007802001	진로설계세미나 I	Career - Design Seminar I	이신우	제13호관 사회과학·글로벌정경대학-103 강의실(소)-3[SN103]	 [SN103:화(9)]	온라인(동영상+화상)+오프라인	online + offline class	1
399	글로벌정경대학	행정학과	3	전공선택	0009403001	데이터분석론	Data Analysis in Public Administration	김국진	제13호관 사회과학·글로벌정경대학-209 컴퓨터실[SN209]	" [SN209:화(2B-3),수(7-8A)]"	온라인(동영상+화상)+오프라인	online + offline class	3
400	글로벌정경대학	행정학과	3	전공선택	CFB6007001	비교행정론	COMPARATIVE ADMINISTRATION LAW	제시 캠벨	제13호관 사회과학·글로벌정경대학-103 강의실(소)-3[SN103]	" [SN103:화(5B-6),수(1-2A)]"	온라인(동영상+화상)+오프라인	online + offline class	3
401	글로벌정경대학	행정학과	3	전공선택	CFB6047001	사회과학영어	English Readings & Discussions	채드 앤더슨	제13호관 사회과학·글로벌정경대학-103 강의실(소)-3[SN103]	" [SN103:수(4-5A),목(4-5A)]"	온라인(동영상+화상)+오프라인	online + offline class	3
402	글로벌정경대학	행정학과	3	전공선택	CFB6051001	정보화사회와전자정부	INFORMATION SOCIETY & ELECTRONIC GOVERNMENT	서진완	제13호관 사회과학·글로벌정경대학-103 강의실(소)-3[SN103]	" [SN103:수(2B-3),목(2B-3)]"	온라인(동영상+화상)+오프라인	online + offline class	3
403	글로벌정경대학	행정학과	4	전공선택	CFB6004001	헌법	CONSTITUTIONS	남상택	제13호관 사회과학·글로벌정경대학-207 강의실(소)[SN207]	 [SN207:목(7-8A)(8B-9)]	오프라인	offline class	3
404	글로벌정경대학	행정학과	4	전공선택	CFB6025001	지역개발론	REGIONAL DEVELOPMENT ADMINISTRATION	타오	제13호관 사회과학·글로벌정경대학-103 강의실(소)-3[SN103]	" [SN103:화(7-8A),수(7-8A)]"	온라인(동영상+화상)+오프라인	online + offline class	3
405	글로벌정경대학	행정학과	4	전공선택	CFB6059001	행정학특강(2)	SEMINAR IN PUBLIC ADMINSTRATION2	백형배	제13호관 사회과학·글로벌정경대학-103 강의실(소)-3[SN103]	 [SN103:월(5B-6)(7-8A)]	온라인(동영상+화상)+오프라인	online + offline class	3
406	글로벌정경대학	정치외교학과	1	전공기초	CF06010001	정치학의이해	UNDERSTANDING POLITICAL SCIENCE	박선경	제13호관 사회과학·글로벌정경대학-207 강의실(소)[SN207]	" [SN207:월(2B-3),목(2B-3)]"	오프라인	offline class	3
407	글로벌정경대학	정치외교학과	2	전공필수	0010463001	정치사상1	Political Thoughts I	박요한	제13호관 사회과학·글로벌정경대학-207 강의실(소)[SN207]	" [SN207:화(7-8A),수(7-8A)]"	온라인(동영상+화상)	online class	3
408	글로벌정경대학	정치외교학과	2	전공필수	CFC6019001	비교정치론	COMPARATIVE POLITICS	이준한	제13호관 사회과학·글로벌정경대학-207 강의실(소)[SN207]	" [SN207:목(5B-6),금(2B-3)]"	오프라인	offline class	3
409	글로벌정경대학	정치외교학과	2	전공필수	CFC6085001	국제관계이론	THEORIES OF INTERNATIONAL RELATIONS	박요한	제13호관 사회과학·글로벌정경대학-207 강의실(소)[SN207]	" [SN207:화(5B-6),수(5B-6)]"	온라인(동영상+화상)	online class	3
410	글로벌정경대학	정치외교학과	2	전공선택	0010464001	정치학사례연구	Case Studies in Political Science 	정영우	제13호관 사회과학·글로벌정경대학-101 강의실(소)-1[SN101]	" [SN101:월(2B-3),화(2B-3)]"	오프라인	offline class	3
411	글로벌정경대학	정치외교학과	2	전공선택	CFC6109001	현대사회와민주주의	DEMOCRACY IN CONTEMPORARY SOCIETY	박선경	제13호관 사회과학·글로벌정경대학-106 강의실(소)-5[SN106]	" [SN106:화(1-2A),목(1-2A)]"	오프라인	offline class	3
412	글로벌정경대학	정치외교학과	3	전공선택	0008726001	정치학연구방법론2	Research Methods in Political Science 2	박선경	제13호관 사회과학·글로벌정경대학-209 컴퓨터실[SN209]	" [SN209:월(1-2A),수(1-2A)]"	오프라인	offline class	3
413	글로벌정경대학	정치외교학과	3	전공선택	0010465001	정치과정론	Electoral and Party Politics	이준한	제13호관 사회과학·글로벌정경대학-106 강의실(소)-5[SN106]	" [SN106:화(7-8A),목(7-8A)]"	오프라인	offline class	3
414	글로벌정경대학	정치외교학과	3	전공선택	0010466001	미국정치경제론	American Political Economy	정영우	제13호관 사회과학·글로벌정경대학-106 강의실(소)-5[SN106]	" [SN106:월(7-8A),수(7-8A)]"	오프라인	offline class	3
415	글로벌정경대학	정치외교학과	3	전공선택	CFC6047001	중국정치론	CHINESE POLITICS	이호철	제13호관 사회과학·글로벌정경대학-106 강의실(소)-5[SN106]	" [SN106:월(5B-6),수(5B-6)]"	온라인(동영상)+오프라인	online + offline class	3
416	글로벌정경대학	정치외교학과	3	전공선택	CFC6101001	현대안보론	STUDIES ON INTERNATIONAL SECURITY	박요한	제13호관 사회과학·글로벌정경대학-106 강의실(소)-5[SN106]	" [SN106:화(8B-9),수(8B-9)]"	온라인(동영상+화상)	online class	3
417	글로벌정경대학	정치외교학과	4	전공선택	0003409001	동아시아국제관계론	East Asian International Relations	이효원	제13호관 사회과학·글로벌정경대학-106 강의실(소)-5[SN106]	" [SN106:수(4-5A),목(5B-6)]"	오프라인	offline class	3
418	글로벌정경대학	정치외교학과	4	전공선택	0010068001	현대비교정치쟁점	Contemporary Issues in Comparative Politics	정영우	제13호관 사회과학·글로벌정경대학-207 강의실(소)[SN207]	" [SN207:월(8B-9),수(8B-9)]"	오프라인	offline class	3
419	글로벌정경대학	정치외교학과	4	전공선택	CFC6103001	의회정치론	PARLIAMENTARY POLITICS	이준한	제13호관 사회과학·글로벌정경대학-106 강의실(소)-5[SN106]	" [SN106:화(2B-3),수(2B-3)]"	오프라인	offline class	3
420	글로벌정경대학	경제학과	전학년	전공선택	0009062016	RISE	RISE	손양훈	-	-	오프라인	offline class	3
421	글로벌정경대학	경제학과	1	전공기초	KB01001004	경제학원리(1)	PRINCIPLES OF ECONOMICS(1)	이인재	제14호관 동북아경제·경영-312 강의실(소)-10[SO312]	" [SO312:월(5B-6),화(2B-3)]"	오프라인	offline class	3
422	글로벌정경대학	경제학과	1	전공기초	KB01001005	경제학원리(1)	PRINCIPLES OF ECONOMICS(1)	최원형	제14호관 동북아경제·경영-312 강의실(소)-10[SO312]	 [SO312:목(4-5A)(5B-6)]	온라인(동영상+화상)	online class	3
423	글로벌정경대학	경제학과	1	전공기초	KB01001006	경제학원리(1)	PRINCIPLES OF ECONOMICS(1)	최원형	제14호관 동북아경제·경영-105 강의실[SO105]	 [SO105:목(7-8A)(8B-9)]	온라인(동영상+화상)	online class	3
424	글로벌정경대학	경제학과	1	전공선택	KB02002001	회계원리	INTRODUCTION TO ACCOUNTING	유영태	제29호관 생명과학기술대학-103 강의실(경영학부)[SY3103]	" [SY3103:화(4-5A),수(4-5A)]"	온라인(동영상)	online class	3
425	글로벌정경대학	경제학과	2	전공필수	KBA6006001	경제사	GENERAL ECONOMIC HISTORY	양준호	제29호관 생명과학기술대학-403 강의실(경제학과)[SY3403]	" [SY3403:화(7-8A),목(7-8A)]"	온라인(동영상+화상)	online class	3
426	글로벌정경대학	경제학과	2	전공필수	KBA6030001	미시경제학	MICROECONOMICS	황성현	제14호관 동북아경제·경영-312 강의실(소)-10[SO312]	" [SO312:화(4-5A),수(4-5A)]"	온라인(동영상+화상)	online class	3
427	글로벌정경대학	경제학과	2	전공필수	KBA6030002	미시경제학	MICROECONOMICS	황성현	제14호관 동북아경제·경영-312 강의실(소)-10[SO312]	" [SO312:화(5B-6),수(8B-9)]"	온라인(동영상+화상)	online class	3
428	글로벌정경대학	경제학과	2	전공필수	KBA6067001	정치경제학	MARXIAN ECONOMICS	황선길	제14호관 동북아경제·경영-114 강의실[SO114]	 [SO114:월(7-8A)(8B-9)]	온라인(동영상+화상)	online class	3
429	글로벌정경대학	경제학과	2	전공선택	KBA6034001	수리경제학	MATHEMATICAL ECONOMICS	이기환	제14호관 동북아경제·경영-312 강의실(소)-10[SO312]	" [SO312:월(4-5A),화(8B-9)]"	온라인(동영상+화상)	online class	3
430	글로벌정경대학	경제학과	2	전공선택	KBA6079001	경제자료의이해와활용	COMPREHENSION AND APPLICATION OF ECONOMIC DATA	김재거	제14호관 동북아경제·경영-312 강의실(소)-10[SO312]	 [SO312:금(7-8A)(8B-9)]	온라인(동영상+화상)	online class	3
431	글로벌정경대학	경제학과	3	전공필수	KBA6026001	계량경제학	ECONOMETRICS	손양훈	제14호관 동북아경제·경영-312 강의실(소)-10[SO312]	" [SO312:월(7-8A),화(7-8A)]"	온라인(동영상+화상)	online class	3
432	글로벌정경대학	경제학과	3	전공선택	0002684001	농업과푸드시스템의경제학	ECONOMICS OF AGRICULTURE AND FOOD SYSTEM	이명헌	"제14호관 동북아경제·경영-105 강의실[SO105], 제14호관 동북아경제·경영-312 강의실(소)-10[SO312]"	 [SO105:화(5B-6)] [SO312:수(7-8A)]	온라인(동영상+화상)	online class	3
433	글로벌정경대학	경제학과	3	전공선택	KBA6028001	노동경제학	LABOR ECONOMICS	이인재	제14호관 동북아경제·경영-312 강의실(소)-10[SO312]	" [SO312:월(2B-3),수(2B-3)]"	오프라인	offline class	3
434	글로벌정경대학	경제학과	3	전공선택	KBA6045001	화폐금융론	MONETARY ECONOMICS	황상연	제14호관 동북아경제·경영-312 강의실(소)-10[SO312]	" [SO312:수(5B-6),목(7-8A)]"	온라인(동영상+화상)	online class	3
435	글로벌정경대학	경제학과	3	전공선택	KBA6051001	국제무역론	INTERNATIONAL TRADE	이장연	제14호관 동북아경제·경영-105 강의실[SO105]	" [SO105:화(2B-3),목(2B-3)]"	온라인(동영상+화상)	online class	3
436	글로벌정경대학	경제학과	4	전공선택	0009407001	기후경제학	Economics of Climate Change	강희찬	제14호관 동북아경제·경영-312 강의실(소)-10[SO312]	" [SO312:월(8B-9),목(8B-9)]"	온라인(동영상+화상)	online class	3
437	글로벌정경대학	경제학과	4	전공선택	0009408001	경제성분석방법론	Methodologies for economic evaluation	강희찬	제14호관 동북아경제·경영-105 강의실[SO105]	" [SO105:월(5B-6),목(5B-6)]"	온라인(동영상+화상)	online class	3
438	글로벌정경대학	경제학과	4	전공선택	KBA6071001	경제성장론	THEORY OF ECONOMIC GROWTH	이장연	제14호관 동북아경제·경영-105 강의실[SO105]	" [SO105:월(4-5A),목(4-5A)]"	온라인(동영상+화상)	online class	3
439	글로벌정경대학	경제학과	4	전공선택	KBA6072001	현대자본주의론	MODERN CAPITALISM	황선길	제14호관 동북아경제·경영-105 강의실[SO105]	 [SO105:수(7-8A)(8B-9)]	온라인(동영상+화상)	online class	3
